faq_id,department,category,intent,language,question,answer,required_information,action,source,last_verified,dynamic_data_required,source_url,source_url_2,contact_person,contact_designation,contact_mobile,alt_contact_person,alt_contact_designation,alt_contact_mobile,office_address,office_phone,escalation_helpline,website
REV-003,Revenue,Property Tax,calculation,Inform,How is property tax calculated?,"IMC's published rate notification states that taxable property value or annual letting value is determined using prescribed rates according to rate zone and property or construction category. The final demand depends on the current municipal assessment and rules. For property/water tax matters, reach Ms. Garima Patidar (Deputy Commissioner - Revenue Department (Property & Water Tax, Zones 1-22); also Nodal Officer, CM Helpline/311) through your zonal Revenue counter, or visit IMC Head Office, Nagar Nigam Square, Netaji Subhash Marg, Shivaji Market, Indore - 452007 (Revenue Branch) in person. For online details, check https://imcindore.mp.gov.in/, or call the CM Helpline at 181.",None for general information,Inform,Official IMC; current department allocation and published notices,2026-08-18,No,https://www.imcindore.mp.gov.in/adt-commissioner,https://www.imcindore.mp.gov.in/uploads/2024_25_Revise_Rate_List_for_property_Tax_and_SBM_Fee_67a75dd238.pdf,Ms. Garima Patidar,"Deputy Commissioner - Revenue Department (Property & Water Tax, Zones 1-22); also Nodal Officer, CM Helpline/311",Not publicly listed - contact via IMC Revenue counter or zonal office,,,,"IMC Head Office, Nagar Nigam Square, Netaji Subhash Marg, Shivaji Market, Indore - 452007 (Revenue Branch)",0731-2535555,CM Helpline: 181 | IMC Toll-Free: 1800-233-5522,https://imcindore.mp.gov.in/
REV-004,Revenue,Property Tax,rate_zone,Inform,What is a property-tax rate zone?,"A rate zone is a municipal classification used in the IMC rate schedule. Applicable rates can vary by rate zone and property or construction category. For property/water tax matters, reach Ms. Garima Patidar (Deputy Commissioner - Revenue Department (Property & Water Tax, Zones 1-22); also Nodal Officer, CM Helpline/311) through your zonal Revenue counter, or visit IMC Head Office, Nagar Nigam Square, Netaji Subhash Marg, Shivaji Market, Indore - 452007 (Revenue Branch) in person. For online details, check https://imcindore.mp.gov.in/, or call the CM Helpline at 181.",None for general information,Inform,Official IMC; current department allocation and published notices,2026-08-18,No,https://www.imcindore.mp.gov.in/adt-commissioner,https://www.imcindore.mp.gov.in/uploads/2024_25_Revise_Rate_List_for_property_Tax_and_SBM_Fee_67a75dd238.pdf,Ms. Garima Patidar,"Deputy Commissioner - Revenue Department (Property & Water Tax, Zones 1-22); also Nodal Officer, CM Helpline/311",Not publicly listed - contact via IMC Revenue counter or zonal office,,,,"IMC Head Office, Nagar Nigam Square, Netaji Subhash Marg, Shivaji Market, Indore - 452007 (Revenue Branch)",0731-2535555,CM Helpline: 181 | IMC Toll-Free: 1800-233-5522,https://imcindore.mp.gov.in/
REV-005,Revenue,Property Tax,online_payment,Payment,Can I pay property tax online?,"Yes. IMC currently lists Property Tax as an online service. Use the official IMC Property Tax service for the current payment workflow. For property/water tax matters, reach Ms. Garima Patidar (Deputy Commissioner - Revenue Department (Property & Water Tax, Zones 1-22); also Nodal Officer, CM Helpline/311) through your zonal Revenue counter, or visit IMC Head Office, Nagar Nigam Square, Netaji Subhash Marg, Shivaji Market, Indore - 452007 (Revenue Branch) in person. For online details, check https://imcindore.mp.gov.in/, or call the CM Helpline at 181.",None for general information,Inform,Official IMC; current department allocation and published notices,2026-08-18,No,https://www.imcindore.mp.gov.in/adt-commissioner,https://www.imcindore.mp.gov.in/uploads/2024_25_Revise_Rate_List_for_property_Tax_and_SBM_Fee_67a75dd238.pdf,Ms. Garima Patidar,"Deputy Commissioner - Revenue Department (Property & Water Tax, Zones 1-22); also Nodal Officer, CM Helpline/311",Not publicly listed - contact via IMC Revenue counter or zonal office,,,,"IMC Head Office, Nagar Nigam Square, Netaji Subhash Marg, Shivaji Market, Indore - 452007 (Revenue Branch)",0731-2535555,CM Helpline: 181 | IMC Toll-Free: 1800-233-5522,https://imcindore.mp.gov.in/
REV-006,Revenue,Property Tax,dues,Status,How can I check my property-tax dues?,"Use the official IMC Property Tax service and the relevant property identification details. If connected to the live tax system, the chatbot should retrieve the current demand rather than estimate it. For property/water tax matters, reach Ms. Garima Patidar (Deputy Commissioner - Revenue Department (Property & Water Tax, Zones 1-22); also Nodal Officer, CM Helpline/311) through your zonal Revenue counter, or visit IMC Head Office, Nagar Nigam Square, Netaji Subhash Marg, Shivaji Market, Indore - 452007 (Revenue Branch) in person. For online details, check https://imcindore.mp.gov.in/, or call the CM Helpline at 181.",None for general information,Inform,Official IMC; current department allocation and published notices,2026-08-18,No,https://www.imcindore.mp.gov.in/adt-commissioner,https://www.imcindore.mp.gov.in/uploads/2024_25_Revise_Rate_List_for_property_Tax_and_SBM_Fee_67a75dd238.pdf,Ms. Garima Patidar,"Deputy Commissioner - Revenue Department (Property & Water Tax, Zones 1-22); also Nodal Officer, CM Helpline/311",Not publicly listed - contact via IMC Revenue counter or zonal office,,,,"IMC Head Office, Nagar Nigam Square, Netaji Subhash Marg, Shivaji Market, Indore - 452007 (Revenue Branch)",0731-2535555,CM Helpline: 181 | IMC Toll-Free: 1800-233-5522,https://imcindore.mp.gov.in/
REV-007,Revenue,Property Tax,receipt,Payment,How can I get my property-tax receipt?,"Use the official IMC Property Tax/payment service. If connected to the payment system, the chatbot can retrieve or guide the citizen to the receipt. For property/water tax matters, reach Ms. Garima Patidar (Deputy Commissioner - Revenue Department (Property & Water Tax, Zones 1-22); also Nodal Officer, CM Helpline/311) through your zonal Revenue counter, or visit IMC Head Office, Nagar Nigam Square, Netaji Subhash Marg, Shivaji Market, Indore - 452007 (Revenue Branch) in person. For online details, check https://imcindore.mp.gov.in/, or call the CM Helpline at 181.",None for general information,Inform,Official IMC; current department allocation and published notices,2026-08-18,No,https://www.imcindore.mp.gov.in/adt-commissioner,https://www.imcindore.mp.gov.in/uploads/2024_25_Revise_Rate_List_for_property_Tax_and_SBM_Fee_67a75dd238.pdf,Ms. Garima Patidar,"Deputy Commissioner - Revenue Department (Property & Water Tax, Zones 1-22); also Nodal Officer, CM Helpline/311",Not publicly listed - contact via IMC Revenue counter or zonal office,,,,"IMC Head Office, Nagar Nigam Square, Netaji Subhash Marg, Shivaji Market, Indore - 452007 (Revenue Branch)",0731-2535555,CM Helpline: 181 | IMC Toll-Free: 1800-233-5522,https://imcindore.mp.gov.in/
REV-008,Revenue,Property Tax,payment_pending,Complaint,My property-tax payment was deducted but my account is not updated. What should I do?,"Treat this as a payment-status issue. Ask for transaction/reference number, property ID if available, payment date, amount and payment method. Do not declare success or failure without verified transaction status. For property/water tax matters, reach Ms. Garima Patidar (Deputy Commissioner - Revenue Department (Property & Water Tax, Zones 1-22); also Nodal Officer, CM Helpline/311) through your zonal Revenue counter, or visit IMC Head Office, Nagar Nigam Square, Netaji Subhash Marg, Shivaji Market, Indore - 452007 (Revenue Branch) in person. For online details, check https://imcindore.mp.gov.in/, or call the CM Helpline at 181.",None for general information,Inform,Official IMC; current department allocation and published notices,2026-08-18,No,https://www.imcindore.mp.gov.in/adt-commissioner,https://www.imcindore.mp.gov.in/uploads/2024_25_Revise_Rate_List_for_property_Tax_and_SBM_Fee_67a75dd238.pdf,Ms. Garima Patidar,"Deputy Commissioner - Revenue Department (Property & Water Tax, Zones 1-22); also Nodal Officer, CM Helpline/311",Not publicly listed - contact via IMC Revenue counter or zonal office,,,,"IMC Head Office, Nagar Nigam Square, Netaji Subhash Marg, Shivaji Market, Indore - 452007 (Revenue Branch)",0731-2535555,CM Helpline: 181 | IMC Toll-Free: 1800-233-5522,https://imcindore.mp.gov.in/
REV-009,Revenue,Property Tax,tax_increase,Inform,Why has my property tax increased?,"Possible reasons include changes in property information, rate-zone or category data, current assessment rules, or other lawful charges. Inspect the current property record and demand before giving a property-specific explanation. For property/water tax matters, reach Ms. Garima Patidar (Deputy Commissioner - Revenue Department (Property & Water Tax, Zones 1-22); also Nodal Officer, CM Helpline/311) through your zonal Revenue counter, or visit IMC Head Office, Nagar Nigam Square, Netaji Subhash Marg, Shivaji Market, Indore - 452007 (Revenue Branch) in person. For online details, check https://imcindore.mp.gov.in/, or call the CM Helpline at 181.",None for general information,Inform,Official IMC; current department allocation and published notices,2026-08-18,No,https://www.imcindore.mp.gov.in/adt-commissioner,https://www.imcindore.mp.gov.in/uploads/2024_25_Revise_Rate_List_for_property_Tax_and_SBM_Fee_67a75dd238.pdf,Ms. Garima Patidar,"Deputy Commissioner - Revenue Department (Property & Water Tax, Zones 1-22); also Nodal Officer, CM Helpline/311",Not publicly listed - contact via IMC Revenue counter or zonal office,,,,"IMC Head Office, Nagar Nigam Square, Netaji Subhash Marg, Shivaji Market, Indore - 452007 (Revenue Branch)",0731-2535555,CM Helpline: 181 | IMC Toll-Free: 1800-233-5522,https://imcindore.mp.gov.in/
REV-010,Revenue,Property Data,name_correction,Complaint,My owner's name is wrong in the property record. What should I do?,"Treat it as a property-record/data-correction request. Ask for property identification details and direct the citizen to the current IMC correction procedure. Do not invent a document list or processing time. For property/water tax matters, reach Ms. Garima Patidar (Deputy Commissioner - Revenue Department (Property & Water Tax, Zones 1-22); also Nodal Officer, CM Helpline/311) through your zonal Revenue counter, or visit IMC Head Office, Nagar Nigam Square, Netaji Subhash Marg, Shivaji Market, Indore - 452007 (Revenue Branch) in person. For online details, check https://imcindore.mp.gov.in/, or call the CM Helpline at 181.",None for general information,Inform,Official IMC; current department allocation and published notices,2026-08-18,No,https://www.imcindore.mp.gov.in/adt-commissioner,https://www.imcindore.mp.gov.in/,Ms. Garima Patidar,"Deputy Commissioner - Revenue Department (Property & Water Tax, Zones 1-22); also Nodal Officer, CM Helpline/311",Not publicly listed - contact via IMC Revenue counter or zonal office,,,,"IMC Head Office, Nagar Nigam Square, Netaji Subhash Marg, Shivaji Market, Indore - 452007 (Revenue Branch)",0731-2535555,CM Helpline: 181 | IMC Toll-Free: 1800-233-5522,https://imcindore.mp.gov.in/
REV-011,Revenue,Property Data,address_correction,Complaint,My property address is wrong. What should I do?,"Treat it as a property-data correction request. Collect property identification details and direct the citizen to the current IMC correction process. For property/water tax matters, reach Ms. Garima Patidar (Deputy Commissioner - Revenue Department (Property & Water Tax, Zones 1-22); also Nodal Officer, CM Helpline/311) through your zonal Revenue counter, or visit IMC Head Office, Nagar Nigam Square, Netaji Subhash Marg, Shivaji Market, Indore - 452007 (Revenue Branch) in person. For online details, check https://imcindore.mp.gov.in/, or call the CM Helpline at 181.",None for general information,Inform,Official IMC; current department allocation and published notices,2026-08-18,No,https://www.imcindore.mp.gov.in/adt-commissioner,https://www.imcindore.mp.gov.in/,Ms. Garima Patidar,"Deputy Commissioner - Revenue Department (Property & Water Tax, Zones 1-22); also Nodal Officer, CM Helpline/311",Not publicly listed - contact via IMC Revenue counter or zonal office,,,,"IMC Head Office, Nagar Nigam Square, Netaji Subhash Marg, Shivaji Market, Indore - 452007 (Revenue Branch)",0731-2535555,CM Helpline: 181 | IMC Toll-Free: 1800-233-5522,https://imcindore.mp.gov.in/
REV-012,Revenue,Property Data,area_correction,Complaint,My property area is incorrect. What should I do?,"Treat it as a property-data or assessment correction request. Collect property identification details and route it to the current IMC correction mechanism. For property/water tax matters, reach Ms. Garima Patidar (Deputy Commissioner - Revenue Department (Property & Water Tax, Zones 1-22); also Nodal Officer, CM Helpline/311) through your zonal Revenue counter, or visit IMC Head Office, Nagar Nigam Square, Netaji Subhash Marg, Shivaji Market, Indore - 452007 (Revenue Branch) in person. For online details, check https://imcindore.mp.gov.in/, or call the CM Helpline at 181.",None for general information,Inform,Official IMC; current department allocation and published notices,2026-08-18,No,https://www.imcindore.mp.gov.in/adt-commissioner,https://www.imcindore.mp.gov.in/,Ms. Garima Patidar,"Deputy Commissioner - Revenue Department (Property & Water Tax, Zones 1-22); also Nodal Officer, CM Helpline/311",Not publicly listed - contact via IMC Revenue counter or zonal office,,,,"IMC Head Office, Nagar Nigam Square, Netaji Subhash Marg, Shivaji Market, Indore - 452007 (Revenue Branch)",0731-2535555,CM Helpline: 181 | IMC Toll-Free: 1800-233-5522,https://imcindore.mp.gov.in/
REV-013,Revenue,Property Data,missing_property,Complaint,My property is not appearing online. What should I do?,"Treat it as a property-data issue. Ask for available property identification and location details and direct the citizen to the official IMC property service or relevant process. For property/water tax matters, reach Ms. Garima Patidar (Deputy Commissioner - Revenue Department (Property & Water Tax, Zones 1-22); also Nodal Officer, CM Helpline/311) through your zonal Revenue counter, or visit IMC Head Office, Nagar Nigam Square, Netaji Subhash Marg, Shivaji Market, Indore - 452007 (Revenue Branch) in person. For online details, check https://imcindore.mp.gov.in/, or call the CM Helpline at 181.",None for general information,Inform,Official IMC; current department allocation and published notices,2026-08-18,No,https://www.imcindore.mp.gov.in/adt-commissioner,https://www.imcindore.mp.gov.in/,Ms. Garima Patidar,"Deputy Commissioner - Revenue Department (Property & Water Tax, Zones 1-22); also Nodal Officer, CM Helpline/311",Not publicly listed - contact via IMC Revenue counter or zonal office,,,,"IMC Head Office, Nagar Nigam Square, Netaji Subhash Marg, Shivaji Market, Indore - 452007 (Revenue Branch)",0731-2535555,CM Helpline: 181 | IMC Toll-Free: 1800-233-5522,https://imcindore.mp.gov.in/
REV-014,Revenue,Property Survey,survey,Inform,What is property survey?,"Property survey is part of the Revenue Department's current administrative portfolio and relates to collecting or verifying property information used for municipal records and assessment/data purposes. For property/water tax matters, reach Ms. Garima Patidar (Deputy Commissioner - Revenue Department (Property & Water Tax, Zones 1-22); also Nodal Officer, CM Helpline/311) through your zonal Revenue counter, or visit IMC Head Office, Nagar Nigam Square, Netaji Subhash Marg, Shivaji Market, Indore - 452007 (Revenue Branch) in person. For online details, check https://imcindore.mp.gov.in/, or call the CM Helpline at 181.",None for general information,Inform,Official IMC; current department allocation and published notices,2026-08-18,No,https://www.imcindore.mp.gov.in/adt-commissioner,https://www.imcindore.mp.gov.in/,Ms. Garima Patidar,"Deputy Commissioner - Revenue Department (Property & Water Tax, Zones 1-22); also Nodal Officer, CM Helpline/311",Not publicly listed - contact via IMC Revenue counter or zonal office,,,,"IMC Head Office, Nagar Nigam Square, Netaji Subhash Marg, Shivaji Market, Indore - 452007 (Revenue Branch)",0731-2535555,CM Helpline: 181 | IMC Toll-Free: 1800-233-5522,https://imcindore.mp.gov.in/
REV-015,Revenue,Property Survey,survey_request,Process,How can I get my property surveyed?,"Property survey is handled within the Revenue portfolio. Provide the current IMC procedure when available and do not invent an appointment process or timeline. For property/water tax matters, reach Ms. Garima Patidar (Deputy Commissioner - Revenue Department (Property & Water Tax, Zones 1-22); also Nodal Officer, CM Helpline/311) through your zonal Revenue counter, or visit IMC Head Office, Nagar Nigam Square, Netaji Subhash Marg, Shivaji Market, Indore - 452007 (Revenue Branch) in person. For online details, check https://imcindore.mp.gov.in/, or call the CM Helpline at 181.",None for general information,Inform,Official IMC; current department allocation and published notices,2026-08-18,No,https://www.imcindore.mp.gov.in/adt-commissioner,https://www.imcindore.mp.gov.in/,Ms. Garima Patidar,"Deputy Commissioner - Revenue Department (Property & Water Tax, Zones 1-22); also Nodal Officer, CM Helpline/311",Not publicly listed - contact via IMC Revenue counter or zonal office,,,,"IMC Head Office, Nagar Nigam Square, Netaji Subhash Marg, Shivaji Market, Indore - 452007 (Revenue Branch)",0731-2535555,CM Helpline: 181 | IMC Toll-Free: 1800-233-5522,https://imcindore.mp.gov.in/
REV-016,Revenue,Property Data,correction,Complaint,How can I correct property data?,"Treat this as a Revenue/property-record issue. Collect the property identification details and specify which field is incorrect, then route through the current IMC correction process. For property/water tax matters, reach Ms. Garima Patidar (Deputy Commissioner - Revenue Department (Property & Water Tax, Zones 1-22); also Nodal Officer, CM Helpline/311) through your zonal Revenue counter, or visit IMC Head Office, Nagar Nigam Square, Netaji Subhash Marg, Shivaji Market, Indore - 452007 (Revenue Branch) in person. For online details, check https://imcindore.mp.gov.in/, or call the CM Helpline at 181.",None for general information,Inform,Official IMC; current department allocation and published notices,2026-08-18,No,https://www.imcindore.mp.gov.in/adt-commissioner,https://www.imcindore.mp.gov.in/,Ms. Garima Patidar,"Deputy Commissioner - Revenue Department (Property & Water Tax, Zones 1-22); also Nodal Officer, CM Helpline/311",Not publicly listed - contact via IMC Revenue counter or zonal office,,,,"IMC Head Office, Nagar Nigam Square, Netaji Subhash Marg, Shivaji Market, Indore - 452007 (Revenue Branch)",0731-2535555,CM Helpline: 181 | IMC Toll-Free: 1800-233-5522,https://imcindore.mp.gov.in/
REV-017,Revenue,Property Transfer,purchase,Process,I purchased a property. How do I update municipal records?,"Treat this as a property-record and assessment matter. Provide the current IMC process and required documents only from a verified current official source. For property/water tax matters, reach Ms. Garima Patidar (Deputy Commissioner - Revenue Department (Property & Water Tax, Zones 1-22); also Nodal Officer, CM Helpline/311) through your zonal Revenue counter, or visit IMC Head Office, Nagar Nigam Square, Netaji Subhash Marg, Shivaji Market, Indore - 452007 (Revenue Branch) in person. For online details, check https://imcindore.mp.gov.in/, or call the CM Helpline at 181.",None for general information,Inform,Official IMC; current department allocation and published notices,2026-08-18,No,https://www.imcindore.mp.gov.in/adt-commissioner,https://www.imcindore.mp.gov.in/,Ms. Garima Patidar,"Deputy Commissioner - Revenue Department (Property & Water Tax, Zones 1-22); also Nodal Officer, CM Helpline/311",Not publicly listed - contact via IMC Revenue counter or zonal office,,,,"IMC Head Office, Nagar Nigam Square, Netaji Subhash Marg, Shivaji Market, Indore - 452007 (Revenue Branch)",0731-2535555,CM Helpline: 181 | IMC Toll-Free: 1800-233-5522,https://imcindore.mp.gov.in/
REV-018,Revenue,Property Transfer,inheritance,Process,I inherited a property. How do I update municipal records?,"Treat this as a property-record and assessment matter. Provide the current IMC process and required documents only from a verified current official source. For property/water tax matters, reach Ms. Garima Patidar (Deputy Commissioner - Revenue Department (Property & Water Tax, Zones 1-22); also Nodal Officer, CM Helpline/311) through your zonal Revenue counter, or visit IMC Head Office, Nagar Nigam Square, Netaji Subhash Marg, Shivaji Market, Indore - 452007 (Revenue Branch) in person. For online details, check https://imcindore.mp.gov.in/, or call the CM Helpline at 181.",None for general information,Inform,Official IMC; current department allocation and published notices,2026-08-18,No,https://www.imcindore.mp.gov.in/adt-commissioner,https://www.imcindore.mp.gov.in/,Ms. Garima Patidar,"Deputy Commissioner - Revenue Department (Property & Water Tax, Zones 1-22); also Nodal Officer, CM Helpline/311",Not publicly listed - contact via IMC Revenue counter or zonal office,,,,"IMC Head Office, Nagar Nigam Square, Netaji Subhash Marg, Shivaji Market, Indore - 452007 (Revenue Branch)",0731-2535555,CM Helpline: 181 | IMC Toll-Free: 1800-233-5522,https://imcindore.mp.gov.in/
REV-019,Revenue,Water Tax,definition,Inform,What is water tax?,"Water tax is a municipal water-related tax under the applicable municipal framework. IMC's current administrative allocation places Water Tax and Water Tax Collection within the Revenue portfolio. For property/water tax matters, reach Ms. Garima Patidar (Deputy Commissioner - Revenue Department (Property & Water Tax, Zones 1-22); also Nodal Officer, CM Helpline/311) through your zonal Revenue counter, or visit IMC Head Office, Nagar Nigam Square, Netaji Subhash Marg, Shivaji Market, Indore - 452007 (Revenue Branch) in person. For online details, check https://imcindore.mp.gov.in/, or call the CM Helpline at 181.",None for general information,Inform,Official IMC; current department allocation and published notices,2026-08-18,No,https://www.imcindore.mp.gov.in/adt-commissioner,https://www.imcindore.mp.gov.in/,Ms. Garima Patidar,"Deputy Commissioner - Revenue Department (Property & Water Tax, Zones 1-22); also Nodal Officer, CM Helpline/311",Not publicly listed - contact via IMC Revenue counter or zonal office,,,,"IMC Head Office, Nagar Nigam Square, Netaji Subhash Marg, Shivaji Market, Indore - 452007 (Revenue Branch)",0731-2535555,CM Helpline: 181 | IMC Toll-Free: 1800-233-5522,https://imcindore.mp.gov.in/
REV-020,Revenue,Water Tax,routing,Route,Are water tax and water supply the same thing?,"No. IMC separately allocates Water Tax and Water Tax Collection to Revenue and Water Supply to the Water Supply Department. For property/water tax matters, reach Ms. Garima Patidar (Deputy Commissioner - Revenue Department (Property & Water Tax, Zones 1-22); also Nodal Officer, CM Helpline/311) through your zonal Revenue counter, or visit IMC Head Office, Nagar Nigam Square, Netaji Subhash Marg, Shivaji Market, Indore - 452007 (Revenue Branch) in person. For online details, check https://imcindore.mp.gov.in/, or call the CM Helpline at 181.",None for general information,Inform,Official IMC; current department allocation and published notices,2026-08-18,No,https://www.imcindore.mp.gov.in/adt-commissioner,https://www.imcindore.mp.gov.in/,Ms. Garima Patidar,"Deputy Commissioner - Revenue Department (Property & Water Tax, Zones 1-22); also Nodal Officer, CM Helpline/311",Not publicly listed - contact via IMC Revenue counter or zonal office,,,,"IMC Head Office, Nagar Nigam Square, Netaji Subhash Marg, Shivaji Market, Indore - 452007 (Revenue Branch)",0731-2535555,CM Helpline: 181 | IMC Toll-Free: 1800-233-5522,https://imcindore.mp.gov.in/
REV-021,Revenue,Water Charges,online_payment,Payment,Can I pay water charges online?,"IMC currently lists Water Charges as an online service. Use the official IMC Water Charges service for the current payment workflow. For property/water tax matters, reach Ms. Garima Patidar (Deputy Commissioner - Revenue Department (Property & Water Tax, Zones 1-22); also Nodal Officer, CM Helpline/311) through your zonal Revenue counter, or visit IMC Head Office, Nagar Nigam Square, Netaji Subhash Marg, Shivaji Market, Indore - 452007 (Revenue Branch) in person. For online details, check https://imcindore.mp.gov.in/, or call the CM Helpline at 181.",None for general information,Inform,Official IMC; current department allocation and published notices,2026-08-18,No,https://www.imcindore.mp.gov.in/adt-commissioner,https://www.imcindore.mp.gov.in/,Ms. Garima Patidar,"Deputy Commissioner - Revenue Department (Property & Water Tax, Zones 1-22); also Nodal Officer, CM Helpline/311",Not publicly listed - contact via IMC Revenue counter or zonal office,,,,"IMC Head Office, Nagar Nigam Square, Netaji Subhash Marg, Shivaji Market, Indore - 452007 (Revenue Branch)",0731-2535555,CM Helpline: 181 | IMC Toll-Free: 1800-233-5522,https://imcindore.mp.gov.in/
REV-022,Revenue,Water Charges,bill,Status,How can I check my water bill or charges?,"Use the official IMC Water Charges service and the relevant consumer or account details. If connected to live billing, retrieve the current bill rather than estimate it. For property/water tax matters, reach Ms. Garima Patidar (Deputy Commissioner - Revenue Department (Property & Water Tax, Zones 1-22); also Nodal Officer, CM Helpline/311) through your zonal Revenue counter, or visit IMC Head Office, Nagar Nigam Square, Netaji Subhash Marg, Shivaji Market, Indore - 452007 (Revenue Branch) in person. For online details, check https://imcindore.mp.gov.in/, or call the CM Helpline at 181.",None for general information,Inform,Official IMC; current department allocation and published notices,2026-08-18,No,https://www.imcindore.mp.gov.in/adt-commissioner,https://www.imcindore.mp.gov.in/,Ms. Garima Patidar,"Deputy Commissioner - Revenue Department (Property & Water Tax, Zones 1-22); also Nodal Officer, CM Helpline/311",Not publicly listed - contact via IMC Revenue counter or zonal office,,,,"IMC Head Office, Nagar Nigam Square, Netaji Subhash Marg, Shivaji Market, Indore - 452007 (Revenue Branch)",0731-2535555,CM Helpline: 181 | IMC Toll-Free: 1800-233-5522,https://imcindore.mp.gov.in/
REV-023,Revenue,Water Charges,payment_pending,Complaint,My water payment was deducted but is not reflected. What should I do?,"Treat it as a payment-status issue. Ask for transaction/reference number, account or consumer details, payment date and amount. Do not declare success or failure without verified transaction information. For property/water tax matters, reach Ms. Garima Patidar (Deputy Commissioner - Revenue Department (Property & Water Tax, Zones 1-22); also Nodal Officer, CM Helpline/311) through your zonal Revenue counter, or visit IMC Head Office, Nagar Nigam Square, Netaji Subhash Marg, Shivaji Market, Indore - 452007 (Revenue Branch) in person. For online details, check https://imcindore.mp.gov.in/, or call the CM Helpline at 181.",None for general information,Inform,Official IMC; current department allocation and published notices,2026-08-18,No,https://www.imcindore.mp.gov.in/adt-commissioner,https://www.imcindore.mp.gov.in/,Ms. Garima Patidar,"Deputy Commissioner - Revenue Department (Property & Water Tax, Zones 1-22); also Nodal Officer, CM Helpline/311",Not publicly listed - contact via IMC Revenue counter or zonal office,,,,"IMC Head Office, Nagar Nigam Square, Netaji Subhash Marg, Shivaji Market, Indore - 452007 (Revenue Branch)",0731-2535555,CM Helpline: 181 | IMC Toll-Free: 1800-233-5522,https://imcindore.mp.gov.in/
REV-024,Revenue,Water Charges,high_bill,Complaint,Why is my water bill high?,"Do not guess. Retrieve the current bill/account information and explain billed components only using official IMC data. If disputed, route through the relevant complaint/correction process. For property/water tax matters, reach Ms. Garima Patidar (Deputy Commissioner - Revenue Department (Property & Water Tax, Zones 1-22); also Nodal Officer, CM Helpline/311) through your zonal Revenue counter, or visit IMC Head Office, Nagar Nigam Square, Netaji Subhash Marg, Shivaji Market, Indore - 452007 (Revenue Branch) in person. For online details, check https://imcindore.mp.gov.in/, or call the CM Helpline at 181.",None for general information,Inform,Official IMC; current department allocation and published notices,2026-08-18,No,https://www.imcindore.mp.gov.in/adt-commissioner,https://www.imcindore.mp.gov.in/,Ms. Garima Patidar,"Deputy Commissioner - Revenue Department (Property & Water Tax, Zones 1-22); also Nodal Officer, CM Helpline/311",Not publicly listed - contact via IMC Revenue counter or zonal office,,,,"IMC Head Office, Nagar Nigam Square, Netaji Subhash Marg, Shivaji Market, Indore - 452007 (Revenue Branch)",0731-2535555,CM Helpline: 181 | IMC Toll-Free: 1800-233-5522,https://imcindore.mp.gov.in/
REV-025,Revenue,Water Charges,account_correction,Complaint,My water account details are incorrect. What should I do?,"Treat it as a water-account/data correction issue and direct the citizen to the current IMC Water Charges process or relevant municipal office. For property/water tax matters, reach Ms. Garima Patidar (Deputy Commissioner - Revenue Department (Property & Water Tax, Zones 1-22); also Nodal Officer, CM Helpline/311) through your zonal Revenue counter, or visit IMC Head Office, Nagar Nigam Square, Netaji Subhash Marg, Shivaji Market, Indore - 452007 (Revenue Branch) in person. For online details, check https://imcindore.mp.gov.in/, or call the CM Helpline at 181.",None for general information,Inform,Official IMC; current department allocation and published notices,2026-08-18,No,https://www.imcindore.mp.gov.in/adt-commissioner,https://www.imcindore.mp.gov.in/,Ms. Garima Patidar,"Deputy Commissioner - Revenue Department (Property & Water Tax, Zones 1-22); also Nodal Officer, CM Helpline/311",Not publicly listed - contact via IMC Revenue counter or zonal office,,,,"IMC Head Office, Nagar Nigam Square, Netaji Subhash Marg, Shivaji Market, Indore - 452007 (Revenue Branch)",0731-2535555,CM Helpline: 181 | IMC Toll-Free: 1800-233-5522,https://imcindore.mp.gov.in/
REV-026,Revenue,SWM Fee,definition,Inform,What is the Solid Waste Management or door-to-door garbage charge?,"IMC's published Revenue Department rate notice includes prescribed Solid Waste Management or Door-to-Door Garbage charges by rate zone and residential or commercial category. Use the latest valid notification or account record for the current amount. For property/water tax matters, reach Ms. Garima Patidar (Deputy Commissioner - Revenue Department (Property & Water Tax, Zones 1-22); also Nodal Officer, CM Helpline/311) through your zonal Revenue counter, or visit IMC Head Office, Nagar Nigam Square, Netaji Subhash Marg, Shivaji Market, Indore - 452007 (Revenue Branch) in person. For online details, check https://imcindore.mp.gov.in/, or call the CM Helpline at 181.",None for general information,Inform,Official IMC; current department allocation and published notices,2026-08-18,No,https://www.imcindore.mp.gov.in/adt-commissioner,https://www.imcindore.mp.gov.in/uploads/2024_25_Revise_Rate_List_for_property_Tax_and_SBM_Fee_67a75dd238.pdf,Ms. Garima Patidar,"Deputy Commissioner - Revenue Department (Property & Water Tax, Zones 1-22); also Nodal Officer, CM Helpline/311",Not publicly listed - contact via IMC Revenue counter or zonal office,,,,"IMC Head Office, Nagar Nigam Square, Netaji Subhash Marg, Shivaji Market, Indore - 452007 (Revenue Branch)",0731-2535555,CM Helpline: 181 | IMC Toll-Free: 1800-233-5522,https://imcindore.mp.gov.in/
